Active season,Player,Team,Conference,Date,Position,Height,Weight,Age,Draft Year,Seasons in league,Season,Season short,Real_value
0,Steve Nash,Phoenix Suns,West,"Nov 28, 2005",G,6-3,178,32,1996,9,2005-2006,2006,0.5
0,LeBron James,Cleveland Cavaliers,East,"Nov 21, 2005",F,6-8,250,21,2003,2,2005-2006,2006,0.5
0,Elton Brand,Los Angeles Clippers,West,"Nov 21, 2005",PF,6-9,254,26,1999,6,2005-2006,2006,0.5
0,Gilbert Arenas,Washington Wizards,East,"Nov 14, 2005",G,6-3,191,24,2001,4,2005-2006,2006,0.5
0,Marcus Camby,Denver Nuggets,West,"Nov 14, 2005",C,6-11,240,31,1996,9,2005-2006,2006,0.5
0,T.J. Ford,Milwaukee Bucks,East,"Nov 7, 2005",PG,6-0,165,22,2003,2,2005-2006,2006,0.5
0,Kobe Bryant,Los Angeles Lakers,West,"Nov 7, 2005",SG,6-6,212,27,1996,9,2005-2006,2006,0.5
0,Ben Gordon,Chicago Bulls,East,"Apr 15, 2007",SG,6-3,200,23,2004,2,2006-2007,2007,0.5
0,Tracy McGrady,Houston Rockets,West,"Apr 15, 2007",GF,6-8,210,27,1997,9,2006-2007,2007,0.5
0,Gerald Wallace,Charlotte Bobcats,East,"Apr 8, 2007",F,6-7,220,24,2001,5,2006-2007,2007,0.5
0,Tim Duncan,San Antonio Spurs,West,"Apr 8, 2007",FC,6-11,250,30,1997,9,2006-2007,2007,0.5
0,Chris Bosh,Toronto Raptors,East,"Apr 1, 2007",PF,6-11,235,22,2003,3,2006-2007,2007,0.5
0,Yao Ming,Houston Rockets,West,"Apr 1, 2007",C,7-6,310,26,2002,4,2006-2007,2007,0.5
0,Gerald Wallace,Charlotte Bobcats,East,"Mar 25, 2007",F,6-7,220,24,2001,5,2006-2007,2007,0.5
0,Kobe Bryant,Los Angeles Lakers,West,"Mar 25, 2007",SG,6-6,212,28,1996,10,2006-2007,2007,0.5
0,Jason Kidd,New Jersey Nets,East,"Mar 18, 2007",PG,6-4,210,33,1994,12,2006-2007,2007,0.5
0,Kobe Bryant,Los Angeles Lakers,West,"Mar 18, 2007",SG,6-6,212,28,1996,10,2006-2007,2007,0.5
0,LeBron James,Cleveland Cavaliers,East,"Mar 11, 2007",F,6-8,250,22,2003,3,2006-2007,2007,0.5
0,Manu Ginobili,San Antonio Spurs,West,"Mar 11, 2007",SG,6-6,205,29,1999,4,2006-2007,2007,0.5
0,Al Jefferson,Boston Celtics,East,"Mar 4, 2007",FC,6-10,289,22,2004,2,2006-2007,2007,0.5
0,Kevin Martin,Sacramento Kings,West,"Mar 4, 2007",SG,6-7,199,24,2004,2,2006-2007,2007,0.5
0,Vince Carter,New Jersey Nets,East,"Feb 25, 2007",SF,6-6,220,30,1998,8,2006-2007,2007,0.5
0,Amar'e Stoudemire,Phoenix Suns,West,"Feb 25, 2007",FC,6-10,245,24,2002,4,2006-2007,2007,0.5
0,Dwyane Wade,Miami Heat,East,"Feb 11, 2007",SG,6-4,220,25,2003,3,2006-2007,2007,0.5
0,Carmelo Anthony,Denver Nuggets,West,"Feb 11, 2007",F,6-8,240,22,2003,3,2006-2007,2007,0.5
0,Dwyane Wade,Miami Heat,East,"Feb 4, 2007",SG,6-4,220,25,2003,3,2006-2007,2007,0.5
0,Mehmet Okur,Utah Jazz,West,"Feb 4, 2007",FC,6-11,249,27,2001,4,2006-2007,2007,0.5
0,Ben Gordon,Chicago Bulls,East,"Jan 28, 2007",SG,6-3,200,23,2004,2,2006-2007,2007,0.5
0,Steve Nash,Phoenix Suns,West,"Jan 28, 2007",G,6-3,178,33,1996,10,2006-2007,2007,0.5
0,Caron Butler,Washington Wizards,East,"Jan 21, 2007",SF,6-7,228,26,2002,4,2006-2007,2007,0.5
0,Steve Nash,Phoenix Suns,West,"Jan 21, 2007",G,6-3,178,33,1996,10,2006-2007,2007,0.5
0,Dwyane Wade,Miami Heat,East,"Jan 14, 2007",SG,6-4,220,25,2003,3,2006-2007,2007,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,"Jan 14, 2007",PF,7-0,245,28,1998,8,2006-2007,2007,0.5
0,Gilbert Arenas,Washington Wizards,East,"Jan 7, 2007",G,6-3,191,25,2001,5,2006-2007,2007,0.5
0,Kevin Garnett,Minnesota Timberwolves,West,"Jan 7, 2007",PF,6-11,240,30,1995,11,2006-2007,2007,0.5
0,Michael Redd,Milwaukee Bucks,East,"Dec 31, 2006",G,6-6,220,27,2000,6,2006-2007,2007,0.5
0,Josh Howard,Dallas Mavericks,West,"Dec 31, 2006",GF,6-7,210,26,2003,3,2006-2007,2007,0.5
0,Mo Williams,Milwaukee Bucks,East,"Dec 24, 2006",G,6-1,198,24,2003,3,2006-2007,2007,0.5
0,Josh Howard,Dallas Mavericks,West,"Dec 24, 2006",GF,6-7,210,26,2003,3,2006-2007,2007,0.5
0,Gilbert Arenas,Washington Wizards,East,"Dec 17, 2006",G,6-3,191,25,2001,5,2006-2007,2007,0.5
0,Carlos Boozer,Utah Jazz,West,"Dec 17, 2006",PF,6-9,266,25,2002,4,2006-2007,2007,0.5
0,Gilbert Arenas,Washington Wizards,East,"Dec 10, 2006",G,6-3,191,25,2001,5,2006-2007,2007,0.5
0,Steve Nash,Phoenix Suns,West,"Dec 10, 2006",G,6-3,178,33,1996,10,2006-2007,2007,0.5
0,Michael Redd,Milwaukee Bucks,East,"Dec 3, 2006",G,6-6,220,27,2000,6,2006-2007,2007,0.5
0,Carmelo Anthony,Denver Nuggets,West,"Dec 3, 2006",F,6-8,240,22,2003,3,2006-2007,2007,0.5
0,Dwight Howard,Orlando Magic,East,"Nov 26, 2006",C,6-11,265,21,2004,2,2006-2007,2007,0.5
0,Carmelo Anthony,Denver Nuggets,West,"Nov 26, 2006",F,6-8,240,22,2003,3,2006-2007,2007,0.5
0,LeBron James,Cleveland Cavaliers,East,"Nov 19, 2006",F,6-8,250,22,2003,3,2006-2007,2007,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,"Nov 19, 2006",PF,7-0,245,28,1998,8,2006-2007,2007,0.5
0,Joe Johnson,Atlanta Hawks,East,"Nov 12, 2006",SG,6-7,240,25,2001,5,2006-2007,2007,0.5
0,Yao Ming,Houston Rockets,West,"Nov 12, 2006",C,7-6,310,26,2002,4,2006-2007,2007,0.5
0,Allen Iverson,Philadelphia Sixers,East,"Nov 6, 2006",G,6-0,165,31,1996,10,2006-2007,2007,0.5
0,Carlos Boozer,Utah Jazz,West,"Nov 6, 2006",PF,6-9,266,25,2002,4,2006-2007,2007,0.5
0,Kevin Garnett,Boston Celtics,East,"Apr 13, 2008",PF,6-11,240,31,1995,12,2007-2008,2008,0.5
0,Allen Iverson,Denver Nuggets,West,"Apr 13, 2008",G,6-0,165,32,1996,11,2007-2008,2008,0.5
0,Joe Johnson,Atlanta Hawks,East,"Apr 6, 2008",SG,6-7,240,26,2001,6,2007-2008,2008,0.5
0,Kobe Bryant,Los Angeles Lakers,West,"Apr 6, 2008",SG,6-6,212,29,1996,11,2007-2008,2008,0.5
0,Jason Richardson,Charlotte Bobcats,East,"Mar 30, 2008",GF,6-6,225,27,2001,6,2007-2008,2008,0.5
0,Carmelo Anthony,Denver Nuggets,West,"Mar 30, 2008",F,6-8,240,23,2003,4,2007-2008,2008,0.5
0,Kevin Garnett,Boston Celtics,East,"Mar 23, 2008",PF,6-11,240,31,1995,12,2007-2008,2008,0.5
0,Chris Paul,New Orleans Hornets,West,"Mar 23, 2008",PG,6-0,175,22,2005,2,2007-2008,2008,0.5
0,Antawn Jamison,Washington Wizards,East,"Mar 16, 2008",F,6-9,235,31,1998,9,2007-2008,2008,0.5
0,Amar'e Stoudemire,Phoenix Suns,West,"Mar 16, 2008",FC,6-10,245,25,2002,5,2007-2008,2008,0.5
0,Jason Richardson,Charlotte Bobcats,East,"Mar 9, 2008",GF,6-6,225,27,2001,6,2007-2008,2008,0.5
0,Tracy McGrady,Houston Rockets,West,"Mar 9, 2008",GF,6-8,210,28,1997,10,2007-2008,2008,0.5
0,Andre Miller,Philadelphia Sixers,East,"Mar 2, 2008",PG,6-3,200,31,1999,8,2007-2008,2008,0.5
0,Kobe Bryant,Los Angeles Lakers,West,"Mar 2, 2008",SG,6-6,212,29,1996,11,2007-2008,2008,0.5
0,LeBron James,Cleveland Cavaliers,East,"Feb 24, 2008",F,6-8,250,23,2003,4,2007-2008,2008,0.5
0,Manu Ginobili,San Antonio Spurs,West,"Feb 24, 2008",SG,6-6,205,30,1999,5,2007-2008,2008,0.5
0,Andre Miller,Philadelphia Sixers,East,"Feb 10, 2008",PG,6-3,200,31,1999,8,2007-2008,2008,0.5
0,Amar'e Stoudemire,Phoenix Suns,West,"Feb 10, 2008",FC,6-10,245,25,2002,5,2007-2008,2008,0.5
0,Hedo Turkoglu,Orlando Magic,East,"Feb 3, 2008",F,6-10,220,28,2000,7,2007-2008,2008,0.5
0,Brad Miller,Sacramento Kings,West,"Feb 3, 2008",C,7-0,261,31,1998,9,2007-2008,2008,0.5
0,Hedo Turkoglu,Orlando Magic,East,"Jan 27, 2008",F,6-10,220,28,2000,7,2007-2008,2008,0.5
0,Al Jefferson,Minnesota Timberwolves,West,"Jan 27, 2008",FC,6-10,289,23,2004,3,2007-2008,2008,0.5
0,Gerald Wallace,Charlotte Bobcats,East,"Jan 20, 2008",F,6-7,220,25,2001,6,2007-2008,2008,0.5
0,Baron Davis,Golden State Warriors,West,"Jan 20, 2008",G,6-3,215,28,1999,8,2007-2008,2008,0.5
0,Chris Bosh,Toronto Raptors,East,"Jan 13, 2008",PF,6-11,235,23,2003,4,2007-2008,2008,0.5
0,Kobe Bryant,Los Angeles Lakers,West,"Jan 13, 2008",SG,6-6,212,29,1996,11,2007-2008,2008,0.5
0,LeBron James,Cleveland Cavaliers,East,"Jan 6, 2008",F,6-8,250,23,2003,4,2007-2008,2008,0.5
0,Allen Iverson,Denver Nuggets,West,"Jan 6, 2008",G,6-0,165,32,1996,11,2007-2008,2008,0.5
0,Paul Pierce,Boston Celtics,East,"Dec 30, 2007",SF,6-7,235,30,1998,9,2007-2008,2008,0.5
0,Chris Paul,New Orleans Hornets,West,"Dec 30, 2007",PG,6-0,175,22,2005,2,2007-2008,2008,0.5
0,Joe Johnson,Atlanta Hawks,East,"Dec 23, 2007",SG,6-7,240,26,2001,6,2007-2008,2008,0.5
0,Carmelo Anthony,Denver Nuggets,West,"Dec 23, 2007",F,6-8,240,23,2003,4,2007-2008,2008,0.5
0,Paul Pierce,Boston Celtics,East,"Dec 16, 2007",SF,6-7,235,30,1998,9,2007-2008,2008,0.5
0,Brandon Roy,Portland Trail Blazers,West,"Dec 16, 2007",G,6-6,211,23,2006,1,2007-2008,2008,0.5
0,Josh Smith,Atlanta Hawks,East,"Dec 9, 2007",PF,6-9,225,22,2004,3,2007-2008,2008,0.5
0,Brandon Roy,Portland Trail Blazers,West,"Dec 9, 2007",G,6-6,211,23,2006,1,2007-2008,2008,0.5
0,Dwight Howard,Orlando Magic,East,"Dec 2, 2007",C,6-11,265,22,2004,3,2007-2008,2008,0.5
0,Stephen Jackson,Golden State Warriors,West,"Dec 2, 2007",GF,6-8,220,29,1997,10,2007-2008,2008,0.5
0,LeBron James,Cleveland Cavaliers,East,"Nov 25, 2007",F,6-8,250,23,2003,4,2007-2008,2008,0.5
0,Tony Parker,San Antonio Spurs,West,"Nov 25, 2007",G,6-2,185,25,2001,6,2007-2008,2008,0.5
0,Dwight Howard,Orlando Magic,East,"Nov 18, 2007",C,6-11,265,22,2004,3,2007-2008,2008,0.5
0,Allen Iverson,Denver Nuggets,West,"Nov 18, 2007",G,6-0,165,32,1996,11,2007-2008,2008,0.5
0,Kevin Garnett,Boston Celtics,East,"Nov 11, 2007",PF,6-11,240,31,1995,12,2007-2008,2008,0.5
0,Yao Ming,Houston Rockets,West,"Nov 11, 2007",C,7-6,310,27,2002,5,2007-2008,2008,0.5
0,Danny Granger,Indiana Pacers,East,"Nov 4, 2007",GF,6-9,222,24,2005,2,2007-2008,2008,0.5
0,Tracy McGrady,Houston Rockets,West,"Nov 4, 2007",GF,6-8,210,28,1997,10,2007-2008,2008,0.5
0,Ben Gordon,Chicago Bulls,East,"Apr 13, 2009",SG,6-3,200,25,2004,4,2008-2009,2009,0.5
0,Brandon Roy,Portland Trail Blazers,West,"Apr 13, 2009",G,6-6,211,24,2006,2,2008-2009,2009,0.5
0,Dwight Howard,Orlando Magic,East,"Apr 6, 2009",C,6-11,265,23,2004,4,2008-2009,2009,0.5
0,Jason Kidd,Dallas Mavericks,West,"Apr 6, 2009",PG,6-4,210,35,1994,14,2008-2009,2009,0.5
0,Dwight Howard,Orlando Magic,East,"Mar 30, 2009",C,6-11,265,23,2004,4,2008-2009,2009,0.5
0,Tony Parker,San Antonio Spurs,West,"Mar 30, 2009",G,6-2,185,26,2001,7,2008-2009,2009,0.5
0,LeBron James,Cleveland Cavaliers,East,"Mar 23, 2009",F,6-8,250,24,2003,5,2008-2009,2009,0.5
0,Chris Paul,New Orleans Hornets,West,"Mar 23, 2009",PG,6-0,175,23,2005,3,2008-2009,2009,0.5
0,LeBron James,Cleveland Cavaliers,East,"Mar 16, 2009",F,6-8,250,24,2003,5,2008-2009,2009,0.5
0,Kobe Bryant,Los Angeles Lakers,West,"Mar 16, 2009",SG,6-6,212,30,1996,12,2008-2009,2009,0.5
0,Dwyane Wade,Miami Heat,East,"Mar 9, 2009",SG,6-4,220,27,2003,5,2008-2009,2009,0.5
0,Deron Williams,Utah Jazz,West,"Mar 9, 2009",PG,6-3,200,24,2005,3,2008-2009,2009,0.5
0,Devin Harris,New Jersey Nets,East,"Mar 2, 2009",G,6-3,185,26,2004,4,2008-2009,2009,0.5
0,David West,New Orleans Hornets,West,"Mar 2, 2009",PF,6-9,250,28,2003,5,2008-2009,2009,0.5
0,Dwight Howard,Orlando Magic,East,"Feb 23, 2009",C,6-11,265,23,2004,4,2008-2009,2009,0.5
0,Pau Gasol,Los Angeles Lakers,West,"Feb 23, 2009",FC,7-0,250,28,2001,7,2008-2009,2009,0.5
0,LeBron James,Cleveland Cavaliers,East,"Feb 9, 2009",F,6-8,250,24,2003,5,2008-2009,2009,0.5
0,Pau Gasol,Los Angeles Lakers,West,"Feb 9, 2009",FC,7-0,250,28,2001,7,2008-2009,2009,0.5
0,David Lee,New York Knicks,East,"Feb 2, 2009",FC,6-9,245,25,2005,3,2008-2009,2009,0.5
0,Tony Parker,San Antonio Spurs,West,"Feb 2, 2009",G,6-2,185,26,2001,7,2008-2009,2009,0.5
0,LeBron James,Cleveland Cavaliers,East,"Jan 26, 2009",F,6-8,250,24,2003,5,2008-2009,2009,0.5
0,Andrew Bynum,Los Angeles Lakers,West,"Jan 26, 2009",C,7-0,285,21,2005,3,2008-2009,2009,0.5
0,Jameer Nelson,Orlando Magic,East,"Jan 19, 2009",G,6-0,190,27,2004,4,2008-2009,2009,0.5
0,Chris Paul,New Orleans Hornets,West,"Jan 19, 2009",PG,6-0,175,23,2005,3,2008-2009,2009,0.5
0,Dwight Howard,Orlando Magic,East,"Jan 12, 2009",C,6-11,265,23,2004,4,2008-2009,2009,0.5
0,Kobe Bryant,Los Angeles Lakers,West,"Jan 12, 2009",SG,6-6,212,30,1996,12,2008-2009,2009,0.5
0,Rodney Stuckey,Detroit Pistons,East,"Jan 5, 2009",G,6-5,205,22,2007,1,2008-2009,2009,0.5
0,Al Jefferson,Minnesota Timberwolves,West,"Jan 5, 2009",FC,6-10,289,24,2004,4,2008-2009,2009,0.5
0,LeBron James,Cleveland Cavaliers,East,"Dec 29, 2008",F,6-8,250,24,2003,5,2008-2009,2009,0.5
0,Kobe Bryant,Los Angeles Lakers,West,"Dec 29, 2008",SG,6-6,212,30,1996,12,2008-2009,2009,0.5
0,Jameer Nelson,Orlando Magic,East,"Dec 22, 2008",G,6-0,190,27,2004,4,2008-2009,2009,0.5
0,Chris Paul,New Orleans Hornets,West,"Dec 22, 2008",PG,6-0,175,23,2005,3,2008-2009,2009,0.5
0,Al Harrington,New York Knicks,East,"Dec 15, 2008",F,6-9,245,29,1998,10,2008-2009,2009,0.5
0,Tim Duncan,San Antonio Spurs,West,"Dec 15, 2008",FC,6-11,250,32,1997,11,2008-2009,2009,0.5
0,Dwyane Wade,Miami Heat,East,"Dec 8, 2008",SG,6-4,220,27,2003,5,2008-2009,2009,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,"Dec 8, 2008",PF,7-0,245,30,1998,10,2008-2009,2009,0.5
0,Devin Harris,New Jersey Nets,East,"Dec 1, 2008",G,6-3,185,26,2004,4,2008-2009,2009,0.5
0,Brandon Roy,Portland Trail Blazers,West,"Dec 1, 2008",G,6-6,211,24,2006,2,2008-2009,2009,0.5
0,Dwyane Wade,Miami Heat,East,"Nov 24, 2008",SG,6-4,220,27,2003,5,2008-2009,2009,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,"Nov 24, 2008",PF,7-0,245,30,1998,10,2008-2009,2009,0.5
0,LeBron James,Cleveland Cavaliers,East,"Nov 17, 2008",F,6-8,250,24,2003,5,2008-2009,2009,0.5
0,Chauncey Billups,Denver Nuggets,West,"Nov 17, 2008",G,6-3,210,32,1997,11,2008-2009,2009,0.5
0,LeBron James,Cleveland Cavaliers,East,"Nov 10, 2008",F,6-8,250,24,2003,5,2008-2009,2009,0.5
0,Amar'e Stoudemire,Phoenix Suns,West,"Nov 10, 2008",FC,6-10,245,26,2002,6,2008-2009,2009,0.5
0,Chris Bosh,Toronto Raptors,East,"Nov 3, 2008",PF,6-11,235,24,2003,5,2008-2009,2009,0.5
0,Chris Paul,New Orleans Hornets,West,"Nov 3, 2008",PG,6-0,175,23,2005,3,2008-2009,2009,0.5
0,Dwight Howard,Orlando Magic,East,"Apr 12, 2010",C,6-11,265,24,2004,5,2009-2010,2010,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,"Apr 12, 2010",PF,7-0,245,31,1998,11,2009-2010,2010,0.5
0,Chris Bosh,Toronto Raptors,East,"Apr 5, 2010",PF,6-11,235,25,2003,6,2009-2010,2010,0.5
0,Kevin Durant,Oklahoma City Thunder,West,"Apr 5, 2010",SF,6-9,240,21,2007,2,2009-2010,2010,0.5
0,Dwyane Wade,Miami Heat,East,"Mar 29, 2010",SG,6-4,220,28,2003,6,2009-2010,2010,0.5
0,Manu Ginobili,San Antonio Spurs,West,"Mar 29, 2010",SG,6-6,205,32,1999,7,2009-2010,2010,0.5
0,Paul Pierce,Boston Celtics,East,"Mar 22, 2010",SF,6-7,235,32,1998,11,2009-2010,2010,0.5
0,Pau Gasol,Los Angeles Lakers,West,"Mar 22, 2010",FC,7-0,250,29,2001,8,2009-2010,2010,0.5
0,Andrew Bogut,Milwaukee Bucks,East,"Mar 15, 2010",C,7-0,260,25,2005,4,2009-2010,2010,0.5
0,Brandon Roy,Portland Trail Blazers,West,"Mar 15, 2010",G,6-6,211,25,2006,3,2009-2010,2010,0.5
0,Dwyane Wade,Miami Heat,East,"Mar 8, 2010",SG,6-4,220,28,2003,6,2009-2010,2010,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,"Mar 8, 2010",PF,7-0,245,31,1998,11,2009-2010,2010,0.5
0,LeBron James,Cleveland Cavaliers,East,"Mar 1, 2010",F,6-8,250,25,2003,6,2009-2010,2010,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,"Mar 1, 2010",PF,7-0,245,31,1998,11,2009-2010,2010,0.5
0,Dwight Howard,Orlando Magic,East,"Feb 22, 2010",C,6-11,265,24,2004,5,2009-2010,2010,0.5
0,Carlos Boozer,Utah Jazz,West,"Feb 22, 2010",PF,6-9,266,28,2002,7,2009-2010,2010,0.5
0,LeBron James,Cleveland Cavaliers,East,"Feb 8, 2010",F,6-8,250,25,2003,6,2009-2010,2010,0.5
0,Russell Westbrook,Oklahoma City Thunder,West,"Feb 8, 2010",G,6-3,200,21,2008,1,2009-2010,2010,0.5
0,Chris Bosh,Toronto Raptors,East,"Feb 1, 2010",PF,6-11,235,25,2003,6,2009-2010,2010,0.5
0,Kevin Durant,Oklahoma City Thunder,West,"Feb 1, 2010",SF,6-9,240,21,2007,2,2009-2010,2010,0.5
0,LeBron James,Cleveland Cavaliers,East,"Jan 25, 2010",F,6-8,250,25,2003,6,2009-2010,2010,0.5
0,Chauncey Billups,Denver Nuggets,West,"Jan 25, 2010",G,6-3,210,33,1997,12,2009-2010,2010,0.5
0,Stephen Jackson,Charlotte Bobcats,East,"Jan 19, 2010",GF,6-8,220,31,1997,12,2009-2010,2010,0.5
0,Carmelo Anthony,Denver Nuggets,West,"Jan 19, 2010",F,6-8,240,25,2003,6,2009-2010,2010,0.5
0,LeBron James,Cleveland Cavaliers,East,"Jan 11, 2010",F,6-8,250,25,2003,6,2009-2010,2010,0.5
0,Chris Kaman,Los Angeles Clippers,East,"Jan 11, 2010",C,7-0,265,27,2003,6,2009-2010,2010,0.5
0,Derrick Rose,Chicago Bulls,East,"Jan 4, 2010",PG,6-3,190,21,2008,1,2009-2010,2010,0.5
0,Kevin Durant,Oklahoma City Thunder,West,"Jan 4, 2010",SF,6-9,240,21,2007,2,2009-2010,2010,0.5
0,LeBron James,Cleveland Cavaliers,East,"Dec 28, 2009",F,6-8,250,25,2003,6,2009-2010,2010,0.5
0,Kobe Bryant,Los Angeles Lakers,West,"Dec 28, 2009",SG,6-6,212,31,1996,13,2009-2010,2010,0.5
0,Dwight Howard,Orlando Magic,East,"Dec 21, 2009",C,6-11,265,24,2004,5,2009-2010,2010,0.5
0,Kobe Bryant,Los Angeles Lakers,West,"Dec 21, 2009",SG,6-6,212,31,1996,13,2009-2010,2010,0.5
0,Rodney Stuckey,Detroit Pistons,East,"Dec 14, 2009",G,6-5,205,23,2007,2,2009-2010,2010,0.5
0,Deron Williams,Utah Jazz,West,"Dec 14, 2009",PG,6-3,200,25,2005,4,2009-2010,2010,0.5
0,Kevin Garnett,Boston Celtics,East,"Dec 7, 2009",PF,6-11,240,33,1995,14,2009-2010,2010,0.5
0,Carlos Boozer,Utah Jazz,West,"Dec 7, 2009",PF,6-9,266,28,2002,7,2009-2010,2010,0.5
0,Gerald Wallace,Charlotte Bobcats,East,"Nov 30, 2009",F,6-7,220,27,2001,8,2009-2010,2010,0.5
0,Tim Duncan,San Antonio Spurs,West,"Nov 30, 2009",FC,6-11,250,33,1997,12,2009-2010,2010,0.5
0,LeBron James,Cleveland Cavaliers,East,"Nov 23, 2009",F,6-8,250,25,2003,6,2009-2010,2010,0.5
0,Kobe Bryant,Los Angeles Lakers,West,"Nov 23, 2009",SG,6-6,212,31,1996,13,2009-2010,2010,0.5
0,Brandon Jennings,Milwaukee Bucks,East,"Nov 16, 2009",G,6-1,170,20,2009,0,2009-2010,2010,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,"Nov 16, 2009",PF,7-0,245,31,1998,11,2009-2010,2010,0.5
0,Joe Johnson,Atlanta Hawks,East,"Nov 9, 2009",SG,6-7,240,28,2001,8,2009-2010,2010,0.5
0,Chris Kaman,Los Angeles Clippers,West,"Nov 9, 2009",C,7-0,265,27,2003,6,2009-2010,2010,0.5
0,Dwight Howard,Orlando Magic,East,"Nov 2, 2009",C,6-11,265,24,2004,5,2009-2010,2010,0.5
0,Carmelo Anthony,Denver Nuggets,West,"Nov 2, 2009",F,6-8,240,25,2003,6,2009-2010,2010,0.5
0,Carmelo Anthony,New York Knicks,East,"Apr 11, 2011",F,6-8,240,26,2003,7,2010-2011,2011,0.5
0,Kevin Durant,Oklahoma City Thunder,West,"Apr 11, 2011",SF,6-9,240,22,2007,3,2010-2011,2011,0.5
0,Carmelo Anthony,New York Knicks,East,"Apr 4, 2011",F,6-8,240,26,2003,7,2010-2011,2011,0.5
0,Zach Randolph,Memphis Grizzlies,West,"Apr 4, 2011",PF,6-9,260,29,2001,9,2010-2011,2011,0.5
0,Dwight Howard,Orlando Magic,East,"Mar 28, 2011",C,6-11,265,25,2004,6,2010-2011,2011,0.5
0,Kobe Bryant,Los Angeles Lakers,West,"Mar 28, 2011",SG,6-6,212,32,1996,14,2010-2011,2011,0.5
0,LeBron James,Miami Heat,East,"Mar 21, 2011",F,6-8,250,26,2003,7,2010-2011,2011,0.5
0,Kyle Lowry,Houston Rockets,West,"Mar 21, 2011",PG,6-1,196,24,2006,4,2010-2011,2011,0.5
0,Dwyane Wade,Miami Heat,East,"Mar 14, 2011",SG,6-4,220,29,2003,7,2010-2011,2011,0.5
0,Tony Parker,San Antonio Spurs,West,"Mar 14, 2011",G,6-2,185,28,2001,9,2010-2011,2011,0.5
0,Paul Pierce,Boston Celtics,East,"Mar 7, 2011",SF,6-7,235,33,1998,12,2010-2011,2011,0.5
0,Russell Westbrook,Oklahoma City Thunder,West,"Mar 7, 2011",G,6-3,200,22,2008,2,2010-2011,2011,0.5
0,Dwight Howard,Orlando Magic,East,"Feb 28, 2011",C,6-11,265,25,2004,6,2010-2011,2011,0.5
0,Kevin Martin,Houston Rockets,West,"Feb 28, 2011",SG,6-7,199,28,2004,6,2010-2011,2011,0.5
0,Dwight Howard,Orlando Magic,East,"Feb 14, 2011",C,6-11,265,25,2004,6,2010-2011,2011,0.5
0,LaMarcus Aldridge,Portland Trail Blazers,West,"Feb 14, 2011",FC,6-11,260,25,2006,4,2010-2011,2011,0.5
0,LeBron James,Miami Heat,East,"Feb 7, 2011",F,6-8,250,26,2003,7,2010-2011,2011,0.5
0,Kevin Durant,Oklahoma City Thunder,West,"Feb 7, 2011",SF,6-9,240,22,2007,3,2010-2011,2011,0.5
0,LeBron James,Miami Heat,East,"Jan 31, 2011",F,6-8,250,26,2003,7,2010-2011,2011,0.5
0,Zach Randolph,Memphis Grizzlies,West,"Jan 31, 2011",PF,6-9,260,29,2001,9,2010-2011,2011,0.5
0,Dwight Howard,Orlando Magic,East,"Jan 24, 2011",C,6-11,265,25,2004,6,2010-2011,2011,0.5
0,LaMarcus Aldridge,Portland Trail Blazers,West,"Jan 24, 2011",FC,6-11,260,25,2006,4,2010-2011,2011,0.5
0,Derrick Rose,Chicago Bulls,East,"Jan 18, 2011",PG,6-3,190,22,2008,2,2010-2011,2011,0.5
0,Russell Westbrook,Oklahoma City Thunder,West,"Jan 18, 2011",G,6-3,200,22,2008,2,2010-2011,2011,0.5
0,LeBron James,Miami Heat,East,"Jan 10, 2011",F,6-8,250,26,2003,7,2010-2011,2011,0.5
0,Zach Randolph,Memphis Grizzlies,West,"Jan 10, 2011",PF,6-9,260,29,2001,9,2010-2011,2011,0.5
0,Dwyane Wade,Miami Heat,East,"Jan 3, 2011",SG,6-4,220,29,2003,7,2010-2011,2011,0.5
0,Chauncey Billups,Denver Nuggets,West,"Jan 3, 2011",G,6-3,210,34,1997,13,2010-2011,2011,0.5
0,LeBron James,Miami Heat,East,"Dec 27, 2010",F,6-8,250,26,2003,7,2010-2011,2011,0.5
0,Monta Ellis,Golden State Warriors,West,"Dec 27, 2010",G,6-3,185,25,2005,5,2010-2011,2011,0.5
0,Paul Pierce,Boston Celtics,East,"Dec 20, 2010",SF,6-7,235,33,1998,12,2010-2011,2011,0.5
0,Tony Parker,San Antonio Spurs,West,"Dec 20, 2010",G,6-2,185,28,2001,9,2010-2011,2011,0.5
0,Dwyane Wade,Miami Heat,East,"Dec 13, 2010",SG,6-4,220,29,2003,7,2010-2011,2011,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,"Dec 13, 2010",PF,7-0,245,32,1998,12,2010-2011,2011,0.5
0,Amar'e Stoudemire,New York Knicks,East,"Dec 6, 2010",FC,6-10,245,28,2002,8,2010-2011,2011,0.5
0,Russell Westbrook,Oklahoma City Thunder,West,"Dec 6, 2010",G,6-3,200,22,2008,2,2010-2011,2011,0.5
